DOCKER_VERSION
us.gcr.io/broad-arrays-prod/illumina-iaap-autocall:1.0.0-1559919679
us.gcr.io/broad-gotc-prod/illumina-iaap-autocall:1.0.1-1572616845
us.gcr.io/broad-gotc-prod/illumina-iaap-autocall:1.0.2-2021-06-09_17-22-15Z
us.gcr.io/broad-gotc-prod/illumina-iaap-autocall:1.0.2-1.1.0-1626361770
us.gcr.io/broad-gotc-prod/illumina-iaap-autocall:1.0.2-1.1.0-1629905564
us.gcr.io/broad-gotc-prod/illumina-iaap-autocall:1.0.2-1.1.0-1629910298
